,Title,Price,Location,Bed
2480,Spacious Layout. Smartly Priced. Ready for Move-In!!!,1745, fairfield / vacaville,"2
850ft2"
2481,Experience Palm Lake living -- the lifestyle you deserve 😌🌴,1745, concord / pleasant hill / martinez,509ft2
2482,**MILL VALLEY STUDIO - $500 move in special this month!,1745, mill valley,NA
2483,**MILL VALLEY STUDIO - $500 move in special this month!,1745, mill valley,NA
2484,Pets welcome!,1745, vallejo / benicia,"1
630ft2"
2485,1 Bedrooms Available Now! Modera,1745, concord / pleasant hill / martinez,"1
675ft2"
2486,Join Our Quiet Community at the Modera Apartments,1745, brentwood / oakley,"1
675ft2"
2487,1 Bedroom Move In TODAY! Modera Apartments,1745, dublin / pleasanton / livermore,"1
675ft2"
2488,Move In Today!!! Modera Apartements,1745," hercules, pinole, san pablo, el sob","1
675ft2"
2489,Move In Today!!! Modera Apartements,1745, pittsburg / antioch,"1
675ft2"
2490,Move Into Your New 1 Bedroom TODAY!!,1745," hercules, pinole, san pablo, el sob","1
675ft2"
2491,1 Bedrooms Available Now! Modera,1745, brentwood / oakley,"1
675ft2"
2492,Move In Today!!! Modera Apartements,1745, concord / pleasant hill / martinez,"1
675ft2"
2493,You Can Afford to Dwell Well at The Henley!,1745, fairfield / vacaville,"2
850ft2"
2494,The Prettiest Apartment in the Complex! Claim it before it's Gone!!!,1745, fairfield / vacaville,"2
850ft2"
2495,1 BR Detached Washer/Dryer & private parking,1745, santa rosa,"1
650ft2"
2496,Warm Up with our Hot Specials here at The Henley!,1745, fairfield / vacaville,"2
850ft2"
2497,Bright 1x1 with swimming pool and BBQ area!,1745, santa rosa,"1
600ft2"
2498,You've never seen a studio like this before! 😎,1745, concord / pleasant hill / martinez,509ft2
2499,Leasing Special - ONE MONTH FREE RENT!,1748, fairfield / vacaville,"2
725ft2"
2500,Leasing Special - ONE MONTH FREE RENT!,1748, fairfield / vacaville,"2
725ft2"
2501,Move in Special: FEBRUARY FREE!*,1748, oakland east,NA
2502,"Live Nr Lush Green Meadows In Pvt 1Br/1Ba/Walkin Closet, 6Min To BART!",1749, dublin / pleasanton / livermore,1
2503,Charming 2 bedroom town-home in pet friendly gated community,1749, fairfield / vacaville,"2
942ft2"
2504,Limited time Special - Call today for additonal discount - Up to $500,1749, dublin / pleasanton / livermore,1
2505,Call Today Ask About our Special -Downstairs Location,1749, dublin / pleasanton / livermore,1
2506,Now Showing 2 bedroom unit in gated community,1749, fairfield / vacaville,"2
942ft2"
2507,Courtyard View - Downstairs Location - Call today for Details,1749, dublin / pleasanton / livermore,1
2508,Charming 2 bedroom town-home in pet friendly gated community,1749, fairfield / vacaville,"2
942ft2"
2509,Limited time Special - Call today for Details,1749, dublin / pleasanton / livermore,1
2510,Now Showing 2 bedroom unit in gated community,1749, fairfield / vacaville,"2
942ft2"
2511,"Hurry - Only ""1"" at this Special Price",1749, dublin / pleasanton / livermore,1
2512,Now Showing 2 bedroom corner unit,1749, fairfield / vacaville,"2
942ft2"
2513,2 Bedroom 1 1/2 Bath corner unit,1749, fairfield / vacaville,"2
942ft2"
2514,2 Bedroom 1 1/2 bath unit close to shopping coming soon,1749, fairfield / vacaville,"2
942ft2"
2515,"1 bed/1 bath in Downtown San Jose, $500 Off Move-In Special!(Leigh 6B)",1749, san jose downtown,"1
424ft2"
2516,2 bedroom 1 1/2 bath unit coming soon,1749, fairfield / vacaville,"2
942ft2"
2517,Stunning Studio Available Now!!,1749, oakland east,450ft2
2518,Gated community close to shopping offering 2 bedroom unit,1749, fairfield / vacaville,"2
942ft2"
2519,"$1750/mo large Studio in downtown Millbrae, close to Bart",1750, millbrae,400ft2
2520,Stunning 1 bedroom. Now showing. Se habla español!,1750, oakland east,1
2521,Rosa Crest Studio Apartments-Move in Special,1750, san jose west,400ft2
2522,Large Triplex in Great Location,1750, sonoma,1
2523,2 Bedroom AVAILABLE NOW!,1750, pittsburg / antioch,"2
780ft2"
2524,Towering palm trees greet you blocks from downtown!,1750, walnut creek,"1
720ft2"
2525,Lovely 1bd Studio Unit w/ New Updates - Pill Hill Neighborhood,1750, oakland north / temescal,1
2526,Remodeled Studio Apartment,1750, tenderloin,NA
2527,"3rd floor studio 1 bath including parking spot, water, and gas",1750, daly city,1
2528,"Studio with WasherDryer-Gas,Electric,Cable,Wifi,Water Included In Rent",1750, albany / el cerrito,NA
2529,Conveniently Located Downtown Apartment,1750, san jose downtown,1
2530,One Bedroom one Bath with carport in Oakmont Senior Community,1750, santa rosa,"1
1000ft2"
2531,STUDIO *OASIS IN EVERGREEN AREA*UTILITIES INCLUDED,1750, san jose east,650ft2
2532,Pending-405 44th St.,1750, richmond / point / annex,2
2533,Studio. Prime location near UC Campus & Ashby BART!,1750, berkeley,NA
2534,"COZY, PRIVATE  1-PERSON COTTAGE - FURNISHED",1750, greenbrae,1
2535,2 Bedroom AVAILABLE NOW!,1750, pittsburg / antioch,"2
780ft2"
2536,2 Bedroom AVAILABLE NOW!,1750, pittsburg / antioch,"2
780ft2"
2537,"Amazing 1 Bd Condo w/ Hardwood, Washer/Dryer Hookups, Balcony, & Pool",1750, hayward / castro valley,1
2538,1321A Judah/18th Av garden apt studio full bath full kitchen,1750, inner sunset / UCSF,1
2539,Holly Oaks Apartments 1 Bedroom Units Available,1750, san jose west,"1
625ft2"
2540,Charming Quiet Studio,1750, richmond / seacliff,1
2541,Cottage Like Studio in Soquel,1750, soquel,300ft2
2542,Gorgeous Studio with 1 bathroom in gated community near Bishop Ranch,1750, danville / san ramon,"1
428ft2"
2543,Walk to the Breakfast Club and Starbucks,1750, San Jose,"1
600ft2"
2544,Santa Cruz - 77 Front St. - Large studio with Peek of the Ocean,1750, santa cruz,NA
2545,2BR 1B Remodeled Apt. Martinez,1750, concord / pleasant hill / martinez,"2
850ft2"
2546,Huge deal. Big big big floor plan. Studio! Homestead,1750, santa clara,500ft2
2547,DON'T MISS OUT- CALL AND SCHEDULE YOUR TOUR TODAY!,1750, pittsburg,"2
800ft2"
2548,2 bedroom 1 bath unit for lease!! GOING FAST!!,1750, pittsburg / antioch,"2
800ft2"
2549,Now Leasing ! Spacious 1x1 Coming Soon! Secure Today!!,1750, walnut creek,"1
650ft2"
2550,Remodeled Large 1 Bedroom near BART & Freeway!,1750, concord / pleasant hill / martinez,1
2551,DON'T MISS OUT- CALL AND SCHEDULE YOUR TOUR TODAY!,1750, pittsburg,"2
800ft2"
2552,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
2553,High end 1/1-Guerneville,1750, russian river,"1
700ft2"
2554,One bedroom 1 bath apt. $1750,1750, fremont / union city / newark,1
2555,Highly Desirable Soquel - Quiet Studio - E. Walnut St.,1750, soquel,300ft2
2556,Studio Available Now!$100 OFF Special!Hurry won't last!!,1750, sunnyvale,380ft2
2557,Downtown Gilroy 1 bedroom Apartment,1750, gilroy,NA
2558,DON'T MISS OUT- CALL AND SCHEDULE YOUR TOUR TODAY!,1750, pittsburg / antioch,"2
800ft2"
2559,2 bedroom 1 bath unit for lease!! GOING FAST!!,1750, pittsburg / antioch,"2
800ft2"
2560,Private studio(comes with a parking space) available now,1750, santa cruz,NA
2561,Villa Alameda Apartments- Studio Available- Immediate Move In !,1750, san jose south,NA
2562,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
2563,Cute Studio - Available Now - Showing Thur 2/21,1750, soquel,300ft2
2564,Remodeled studio with bath,1750, inner richmond,NA
2565,Lovely Studio Available- Villa Santa Clara Apartments,1750, san jose east,NA
2566,*** STUDIO FOR RENT ***,1750, daly city,NA
2567,Beautifully Renovated Downtown Napa Apartment,1750, napa county,2
2568,1 bedroom home available in Oakmont,1750, santa rosa,"1
1000ft2"
2569,1 BR/1B Condo,1750, walnut creek,"1
500ft2"
2570,Lovely studio-type apartment,1750,NA,1
2571,1 Bedroom Apartment,1750, morgan hill,1
2572,-1 BR 800-SF Hayward * MicroWave Oven *BART To San Francisco,1750, hayward / castro valley,1
2573,Move in Ready Single-family Home 2 Beds 1 Bath,1750," San Jose, CA",NA
2574,1 br apartment. Downtown Walnut Creek,1750, walnut creek,NA
2575,Studio Apartment  - MUST SEE,1750, Oakland,NA
2576,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
2577,"2 BEDROOM 2 BATH AVAILABLE April 1, 2019",1750, vallejo / benicia,"2
928ft2"
2578,Great location,1750, burlingame,NA
2579,"2 Bedroom, 2 Bath Condo in Pittsburg",1750, pittsburg / antioch,"2
800ft2"
2580,WHAT A DEAL!! LEASE TODAY! SPACIOUS 1X1,1750, walnut creek,"1
650ft2"
2581,Beautiful 2 BR/1 bath Apt for rent.,1750, concord / pleasant hill / martinez,"2
800ft2"
2582,1 br apartment,1750, walnut creek,NA
2583,1 bedroom 1 bath apartment,1750, san jose north,"1
517ft2"
2584,2 BEDROOM 2 BATH AVAILABLE NOW,1750, vallejo / benicia,"2
928ft2"
2585,"Studio apartment with kitchen,bath,private entrance,utilities included",1750, fremont / union city / newark,"1
405ft2"
2586,"TOP FLOOR 1X1 BALCONY APT W/POOL,GYM, HOT TUB  FACING BEAUTIFUL HILLS,",1750, concord / pleasant hill / martinez,"1
684ft2"
2587,"Quiet garden apartment, great El Cerrito location",1750, albany / el cerrito,"1
600ft2"
2588,"Laundry Facilities, Refrigerator, Fitness Center, Pool, Large Closets",1750, san leandro,"1
600ft2"
2589,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
2590,Spacious 1 bdrm apt near UC Berkeley on Channing Way. Available Now.,1750, berkeley,1
2591,Stylish Santa Cruz Studio | Contemporary Finishes | Carport,1750, santa cruz,400ft2
2592,"Deluxe Bungalow Studio w Kitchen, Ocean Location - Heart of Santa Cruz",1750, santa cruz,NA
2593,2 Bedroom AVAILABLE NOW!,1750, pittsburg / antioch,"2
780ft2"
2594,"One bedroom, close to transportation and shopping",1750, albany / el cerrito,"1
600ft2"
2595,1 br apartment. Downtown Walnut Creek,1750, walnut creek,NA
2596,Remodeled Apartment. Quiet Complex. Outdoor Garden. Great Location!,1750, santa clara,"1
500ft2"
2597,MOVE IN READY SINGLE-FAMILY HOME 2 BEDS 1 BATH,1750," San Jose, CA",NA
2598,Studio Apartment  plus bonus Room,1750, san rafael,450ft2
2599,1 br apartment. Downtown Walnut Creek,1750, walnut creek,NA
2600,IN-LAW: 2BR/1BATH - $1750,1750, daly city,2
2601,MOVE IN READY SINGLE-FAMILY HOME 2 BEDS 1 BATH,1750," San Jose, CA",NA
2602,Very Large In-Law Studio Beautiful Oakland Hills Montclair (see video),1750, oakland piedmont / montclair,"1
728ft2"
2603,One Bedroom rental in great Bonny Doon location,1750, santa cruz,"1
450ft2"
2604,Lovely Studio! Apply http://villaalameda.eprodesse.com,1750, san jose west,NA
2605,Private charming studio fully furnished by SJ country club,1750, san jose east,"1
200ft2"
2606,2BR/1BA Pet Friendly Mediterranean In-Law (OPEN HOUSE 2DAY/2MORROW),1750, Vallejo,"2
773ft2"
2607,Executive 1BR,1750," CUPERTINO, CA","1
1106ft2"
2608,***Move-in Special!! First Month's Rent Free*** (1818 Laguna Street),1750, concord / pleasant hill / martinez,"1
750ft2"
2609,"Pet Friendly, Close to Ferry and Freeways, Patio or Balcony, Carpet",1750, vallejo / benicia,"2
928ft2"
2610,1 br apartment. Downtown Walnut Creek,1750, walnut creek,NA
2611,Moss Beach Cottage $1750,1750, pacifica,250ft2
2612,MOVE IN READY SINGLE-FAMILY HOME 2 BEDS 1 BATH,1750," San Jose, CA",NA
2613,"Incredible Amenities, Ideal Fairfield Location, Cats and Dogs Welcome",1750, fairfield / vacaville,"2
850ft2"
2614,"Updated, Pets Welcome, Downtown Location",1750, fairfield / vacaville,"2
800ft2"
2615,Studio apartment in the safe and popular nighborhood of Gourmet Ghetto,1750, berkeley,NA
2616,Valle Vista Senior community -- nice location -- MUST be over 45/55,1750, santa rosa,"2
1200ft2"
2617,Beautiful Two beds Two baths lot size Single-Family Home,1750," Napa, CA",NA
2618,1 br apartment. Downtown Walnut Creek,1750,NA,NA
2619,BEAUTIFUL SPACIOUS STUDIO W/HARDWOODk FLOORS!,1750, oakland north / temescal,650ft2
2620,"Remodeled, spacious apt. with pool on-site",1750, petaluma,1
2621,1bath,1750, san jose downtown,1
2622,Spacious & Remodeled 1 BR in Uptown Oakland,1750, oakland downtown,"1
650ft2"
2623,"Nice BENICIA Hill View 1 Bed, 1 Bath Condo (GOOD LOCATION)",1750, vallejo / benicia,"1
687ft2"
2624,Newly Re-modeled 1 Bedroom 1 Bathroom Apartment Available!,1750, fremont / union city / newark,"1
750ft2"
2625,"***Spacious, well-maintained Studio with Garage=>> $1,750***",1750, berkeley,NA
2626,"Spacious upper unit 1br 1 bath apartment $1,750",1750, oakland hills / mills,1
2627,1 BR In-Law Unit in Castro Valley hills!,1750, hayward / castro valley,1
2628,Remodeled Studio/620 Jones,1750, lower nob hill,NA
2629,"431 Lee, Studio, Majestic, 16 Units, 1  Block To Lake, Adam's Point!",1750, oakland lake merritt / grand,NA
2630,MOVE IN READY SINGLE-FAMILY HOME 2 BEDS 1 BATH,1750," San Jose, CA",NA
2631,Beautiful Two beds Two baths lot size Single-Family Home,1750," Napa, CA",NA
2632,1B1B in unit Washer & Dryer near CSUEB and mission,1750, hayward / castro valley,"1
643ft2"
2633,Don't Wait Until It is to Late! Spacious 2bd!  All it needs is YOU!,1750, fairfield / vacaville,"2
850ft2"
2634,Eastside Petaluma Studio,1750, petaluma,600ft2
2635,Eastside Petaluma Studio,1750, petaluma,600ft2
2636,1 br apartment,1750, walnut creek,NA
2637,"Stylish Features, Granite Countertops, Newly Redesigned",1750, fairfield / vacaville,"2
850ft2"
2638,Castro Valley Cottage...Available Now!,1750, hayward / castro valley,"1
475ft2"
2639,"Visit Your New Home, Energy Star Appliances, Near Parks",1750, fairfield / vacaville,"2
800ft2"
2640,"Light filled Studio/1BATH,WALK IN CLOSET- Wood Lam. floors",1750, oakland piedmont / montclair,"1
283ft2"
2641,"City Living in Oakley $1750 2bedroom, den and 1 bath",1750, brentwood / oakley,"2
1100ft2"
2642,1 bedroom apartment,1750, santa clara,"1
550ft2"
2643,"2Bd/1Ba, Beautiful, Bright, Updated one level Duplex with garage",1750, fairfield / vacaville,"2
1000ft2"
2644,Lovely single-bedroom apartment,1750,NA,"1
646ft2"
2645,One Bedroom/One Bed Rental in West Sebastopol,1750, sebastopol,"1
500ft2"
2646,"2Bd/1Ba, Beautiful, Bright, Updated one level Duplex with garage",1750, fairfield / vacaville,"2
1000ft2"
2647,LOCATION LOCATION LOCATION,1750, san leandro,"1
550ft2"
2648,"Lease Today, Near Parks, Pets Okay, Ideal Fairfield Location",1750, fairfield / vacaville,"2
850ft2"
2649,Monterey Garden Apartments in Rohnert Park,1750, rohnert pk / cotati,2
2650,Waitlist Available 1 Bed 1 Bath,1750, Richmond,"1
675ft2"
2651,We Have a Wonderful 2 Bed 1 Bath You’ve Been Waiting For!,1750, pittsburg / antioch,"2
800ft2"
2652,We Have a Wonderful 2 Bed 1 Bath You’ve Been Waiting For!,1750, pittsburg / antioch,"2
800ft2"
2653,Lovely 2 Bedroom Apartment… Waiting for You to Make it Home!,1750, pittsburg / antioch,"2
800ft2"
2654,Cute apartment across from SJSU,1750, san jose downtown,1
2655,"Coming Soon! 1bedroom, 1 bath in Santa Clara",1750, santa clara,"1
700ft2"
2656,"Large,private studio apartment Gorgeous stand alone",1750, santa clara,1
2657,Spacious 1x1 READY to be called HOME!,1750, walnut creek,"1
650ft2"
2658,Hidden Gem!,1750, Walnut Creek,"1
650ft2"
2659,1 MONTH FREE RENT ♥ STUDIOS NEAR LAKE MERRITT AREA! APPLY NOW!,1750, oakland lake merritt / grand,228ft2
2660,"Rent a One-Bedroom, One-Bathroom Apartment w/ Stylish Countertops!",1751, concord / pleasant hill / martinez,"1
612ft2"
2661,Newly Renovated 1BR/1BA Apt. in a Community with a Year-Round Hot Tub,1754, pittsburg / antioch,"1
612ft2"
2662,"1/BD 1/BA, Sparkling Pool, Park Like Setting",1754, napa county,"1
736ft2"
2663,Seeking roommate for a 2bd/2bath,1755, emeryville,"2
1034ft2"
2664,Now accepting applications! Amazing Studio in Pleasant Hill!,1755, concord / pleasant hill / martinez,380ft2
2665,Come Check Out This New 1BR/1BA!,1757, concord / pleasant hill / martinez,"1
650ft2"
2666,THIS COMMUNITY OFFERS A 1BR/1BA APARTMENT W/ ASSIGNED PARKING,1760, rohnert pk / cotati,"1
584ft2"
2667,Intel Google Apple Dogs Cats Welcome Central Air Studio Quiet bds,1760, santa clara,405ft2
2668,A Charming 1x1 Apt. in a Peaceful & Convenient Rohnert Park Area!,1760, rohnert pk / cotati,"1
584ft2"
2669,Cozy 1x1 Apartment Conveniently Located 1 Mile from Highway 101!,1760, rohnert pk / cotati,"1
584ft2"
2670,Dogs Cats Many Long Term Residents Studio AC Single Story bds,1760, santa clara,405ft2
2671,A Charming 1x1 Apt. in a Peaceful & Convenient Rohnert Park Area!,1760, rohnert pk / cotati,"1
584ft2"
2672,Appreciate Value? You'll Get a Deal Quiet Central AC Dogs Cats OK bds,1760, santa clara,405ft2
2673,1BR/1BA Apt. w/ a Refrigerator & Garbage Disposal Available NOW!,1760, rohnert pk / cotati,"1
584ft2"
2674,"FWD: Large Private,Studio Apartment Gorgeous",1760, menlo park,1
2675,"Gorgeous 1BR/1BA Apartment near Shops, Restaurants, & Wineries!",1760, rohnert pk / cotati,"1
584ft2"
2676,Great Santa Clara Location INTEL Google Pets OK Central Air Studio Quiet bds,1760, santa clara,405ft2
2677,A Charming 1x1 Apt. in a Peaceful & Convenient Rohnert Park Area!,1760, rohnert pk / cotati,"1
584ft2"
2678,1BR/1BA Apartment w/ Sufficient Storage Space,1760, rohnert pk / cotati,"1
584ft2"
2679,AMAZING Studio Dogs Cats Welcome Central Air Quiet End Unit bds,1760, santa clara,405ft2
2680,Dogs Cats Welcome Convenient- Studio,1760, santa clara,405ft2
2681,Dogs Cats OK Best Deal Single Story Central AC Near Intel Google bds,1760, santa clara,405ft2
2682,Now accepting applications! Amazing Studio in Pleasant Hill!,1760, concord / pleasant hill / martinez,380ft2
2683,Live-work - Renovated live-work space looking onto shared garden,1760, oakland west,"1
1150ft2"
2684,"Studio, Dogs Cats Welcome Central Air Conditioning",1760, santa clara,405ft2
2685,A Charming 1x1 Apt. in a Peaceful & Convenient Rohnert Park Area!,1760, rohnert pk / cotati,"1
584ft2"
2686,"Google, NASA Intel Dogs Cats Welcome Central Air Studio Quiet bds",1760, santa clara,405ft2
2687,LEASE THIS 1BR/1BA APARTMENT,1760, rohnert pk / cotati,"1
584ft2"
2688,A Charming 1x1 Apt. in a Peaceful & Convenient Rohnert Park Area!,1760, rohnert pk / cotati,"1
584ft2"
2689,COMFORTABLE LIVING CAN BE YOURS IN THIS 1X1 APT.,1760, rohnert pk / cotati,"1
584ft2"
2690,"Studio, Nice Dogs OK Central Air Conditioning",1760, santa clara,405ft2
2691,Intel Google Apple Dogs Cats Welcome Central Air Studio Quiet bds,1760, santa clara,405ft2
2692,A Charming 1x1 Apt. in a Peaceful & Convenient Rohnert Park Area!,1760, rohnert pk / cotati,"1
584ft2"
2693,$99 SPECIAL!!! 3rd flr vaulted ceiling 1B/1B!! Move in Ready!!!,1761, concord / pleasant hill / martinez,"1
552ft2"
2694,"Covered Parking, Dishwasher, Walk-In Closets",1762," hercules, pinole, san pablo, el sob","1
804ft2"
2695,"1 Bedroom in Historic Pet-Friendly Building, 424 Jones #202",1765,NA,1
2696,"Heat, Water & Garbage Paid!Great new Place to call home",1765, fremont / union city / newark,"1
625ft2"
2697,"Heat, Water & Garbage Paid!Great new Place to call home",1765, fremont / union city / newark,"1
625ft2"
2698,Express Your Individuality At The Henley!,1765, fairfield / vacaville,"2
850ft2"
2699,Hurry It Will Not Last!!! SD Specials!!!!!,1768," hercules, pinole, san pablo, el sob","1
678ft2"
2700,Security Deposit Specials O.A.C,1768," hercules, pinole, san pablo, el sob",678ft2
2701,"Large walk-in closets, Close to Iron Horse regional trail, Cable ready",1770, walnut creek,"1
601ft2"
